fdc_id,food_name,food_group,calcium_mg,carbohydrate_g,cholesterol_mg,choline_mg,copper_mg,energy_kcal,saturated_fat_g,trans_fat_g,fiber_g,fluoride_mg,folate_mg,iron_mg,magnesium_mg,manganese_mg,vitamin_b3_niacin_mg,vitamin_b5_pantothenic_acid_mg,phosphorus_mg,potassium_mg,protein_g,vitamin_b2_riboflavin_mg,selenium_mg,sodium_mg,sugar_g,vitamin_b1_thiamin_mg,fat_g,vitamin_a_rae_mg,vitamin_b12_mg,vitamin_b6_mg,vitamin_c_mg,vitamin_d_mg,vitamin_e_mg,vitamin_k_mg,water_g,zinc_mg,consumption_label,cuisine_label,suitable_for_cvd_cholesterol,food_name_original
173615,Fried Chicken Legs,Poultry Products,18.0,8.72,90.0,0.0,0.08,273.0,4.28,0.0,0.3,0.0,0.024,1.4,20.0,0.054,5.433,0.994,152.0,189.0,21.77,0.221,0.0266,279.0,0.0,0.116,16.17,0.027,0.00028,0.27,0.0,0.0,0.0,0.0,52.08,2.17,Main Course,Western,True,"Chicken, broilers or fryers, leg, meat and skin, cooked, fried, batter"
173616,Fried Chicken Leg,Poultry Products,13.0,2.5,94.0,0.0,0.085,254.0,3.9,0.0,0.1,0.0,0.013,1.43,24.0,0.032,6.546,1.198,182.0,233.0,26.84,0.235,0.0208,88.0,0.0,0.088,14.43,0.028,0.00031,0.34,0.0,0.0,0.0,0.0,55.28,2.68,Main Course,Generic,True,"Chicken, broilers or fryers, leg, meat and skin, cooked, fried, flour"
173620,Fried Chicken Neck,Poultry Products,31.0,8.7,91.0,0.0,0.113,330.0,6.22,0.0,0.0,0.0,0.021,2.15,16.0,0.065,4.528,0.839,115.0,151.0,19.82,0.237,0.0213,276.0,0.0,0.1,23.52,0.051,0.00024,0.21,0.0,0.0,0.0,0.0,46.92,2.5,Main Course,Western,True,"Chicken, broilers or fryers, neck, meat and skin, cooked, fried, batter"
173621,Fried Chicken Neck,Poultry Products,31.0,4.24,94.0,0.0,0.13,332.0,6.32,0.0,0.0,0.0,0.015,2.42,19.0,0.052,5.348,0.982,132.0,180.0,24.01,0.259,0.0186,82.0,0.0,0.078,23.61,0.057,0.00026,0.25,0.0,0.0,0.0,0.0,47.49,3.07,Main Course,Generic,True,"Chicken, broilers or fryers, neck, meat and skin, cooked, fried, flour"
173624,Fried Chicken Thigh,Poultry Products,14.0,3.18,97.0,0.0,0.089,262.0,4.09,0.0,0.1,0.0,0.015,1.49,25.0,0.036,6.946,1.185,187.0,237.0,26.75,0.243,0.0198999999999999,88.0,0.0,0.094,14.98,0.029,0.0003,0.33,0.0,0.0,0.0,0.0,54.14,2.52,Main Course,Generic,True,"Chicken, broilers or fryers, thigh, meat and skin, cooked, fried, flour"
173628,Fried Chicken Wings,Poultry Products,20.0,10.94,79.0,0.0,0.063,324.0,5.83,0.0,0.3,0.0,0.026,1.29,16.0,0.06,5.265,0.71,121.0,138.0,19.87,0.152,0.0257,320.0,0.0,0.106,21.81,0.034,0.00025,0.3,0.0,0.0,0.0,0.0,46.21,1.38,Main Course,Western,True,"Chicken, broilers or fryers, wing, meat and skin, cooked, fried, batter"
173629,Fried Chicken Wings,Poultry Products,15.0,2.39,81.0,0.0,0.061,321.0,6.06,0.0,0.1,0.0,0.008,1.25,19.0,0.028,6.697,0.874,150.0,177.0,26.11,0.137,0.0213,77.0,0.0,0.058,22.16,0.038,0.00028,0.41,0.0,0.0,0.0,0.0,48.62,1.76,Main Course,Generic,True,"Chicken, broilers or fryers, wing, meat and skin, cooked, fried, flour"
173633,Roasted Chicken,Poultry Products,13.0,0.05,94.0,0.0,0.071,220.0,3.66,0.0,0.0,0.0,0.023,1.61,20.0,0.027,7.031,1.003,179.0,204.0,23.96,0.189,0.0157,71.0,0.0,0.057,13.07,0.179,0.00078,0.34,0.4,0.0,0.0,0.0,62.35,1.71,Main Course,Generic,True,"Chicken, roasting, meat and skin and giblets and neck, cooked, roasted"
173642,Cooked Stewing Chicken Giblets,Poultry Products,13.0,0.11,355.0,0.0,0.299,194.0,2.66,0.0,0.0,0.0,0.367,6.44,20.0,0.177,4.971,2.971,223.0,154.0,25.73,1.047,0.0904,56.0,0.0,0.09,9.3,2.864,0.00948,0.41,5.5,0.0,0.0,0.0,64.0,4.28,Main Course,Western,True,"Chicken, stewing, giblets, cooked, simmered"
173651,Frozen Orange Drink,Beverages,130.0,42.9,0.0,0.0,0.039,172.0,0.078,0.0,0.2,0.0,0.03,0.26,2.0,0.028,0.0,0.025,76.0,435.0,0.1,0.133,0.0003,24.0,11.7,0.422,0.5,0.0,0.0,0.0,243.1,0.0,0.3,0.0002,55.2,0.06,Snack,Generic,True,"Beverages, Orange-flavor drink, breakfast type, with pulp, frozen concentrate."
173652,Orange Pulp Drink,Beverages,39.0,12.21,0.0,0.0,0.018,49.0,0.022,0.0,0.0,0.0509,0.009,0.08,1.0,0.008,0.0,0.007,22.0,124.0,0.03,0.038,0.0001,10.0,11.91,0.12,0.14,0.0,0.0,0.0,69.2,0.0,0.0,0.0,87.18,0.02,Snack,Generic,True,"Beverages, Orange-flavor drink, breakfast type, with pulp, frozen concentrate, prepared with water"
173666,Pink Lemonade,Beverages,8.0,48.86,0.0,2.0,0.011,192.0,0.026,0.0,0.3,0.0,0.011,0.08,7.0,0.014,0.12,0.105,7.0,76.0,0.22,0.0,0.0,4.0,46.46,0.017,0.69,0.0,0.0,0.015,14.1,0.0,0.07,0.0001,50.09,0.03,Snack,Western,True,"Lemonade, frozen concentrate, pink"
173667,Pink Lemonade,Beverages,4.0,10.81,0.0,0.4,0.01,43.0,0.006,0.0,0.1,0.0554,0.002,0.02,2.0,0.003,0.027,0.023,2.0,17.0,0.05,0.0,0.0,4.0,10.28,0.004,0.15,0.0,0.0,0.003,3.1,0.0,0.02,0.0,88.88,0.01,Snack,Western,True,"Beverages, lemonade, frozen concentrate, pink, prepared with water"
173702,Surimi Fish,Finfish and Shellfish Products,9.0,6.85,30.0,0.0,0.032,99.0,0.191,0.0,0.0,0.0,0.002,0.26,43.0,0.011,0.22,0.07,282.0,112.0,15.18,0.021,0.0281,143.0,0.0,0.02,0.9,0.02,0.0016,0.03,0.0,0.0,0.63,0.0001,76.34,0.33,Main Course,Asian,True,"Fish, surimi"
173720,Baked Conch,Finfish and Shellfish Products,98.0,1.7,65.0,81.0,0.435,130.0,0.37,0.0,0.0,0.0,0.179,1.41,238.0,0.0,1.04,0.0,217.0,163.0,26.3,0.08,0.0402999999999999,153.0,0.0,0.06,1.2,0.007,0.00525,0.06,0.0,0.0,6.33,0.0002,69.4,1.71,Main Course,Generic,True,"Mollusks, conch, baked or broiled"
173721,Breaded Salmon Nuggets,Finfish and Shellfish Products,8.0,13.96,26.0,0.0,0.077,212.0,1.57,0.0,0.0,0.0,0.011,1.24,20.0,0.118,4.527,0.523,176.0,165.0,12.69,0.156,0.0,173.0,0.0,0.207,11.72,0.0,0.00207,0.222,0.0,0.0,0.0,0.0,60.38,0.52,Main Course,Western,True,"Salmon nuggets, breaded, frozen, heated"
173722,Salmon Nuggets,Finfish and Shellfish Products,9.0,11.85,27.0,0.0,0.069,189.0,1.497,0.0,0.0,0.0,0.011,1.46,20.0,0.106,5.948,0.52,173.0,161.0,11.97,0.14,0.0,167.0,0.0,0.195,10.43,0.0,0.00218,0.22,0.0,0.0,0.0,0.0,64.57,0.46,Main Course,Generic,True,"Salmon nuggets, cooked as purchased, unheated"
173728,Cooked Adzuki Beans,Legumes and Legume Products,28.0,24.77,0.0,0.0,0.298,128.0,0.036,0.0,7.3,0.0,0.121,2.0,52.0,0.573,0.717,0.43,168.0,532.0,7.52,0.064,0.0012,8.0,0.0,0.115,0.1,0.0,0.0,0.096,0.0,0.0,0.0,0.0,66.29,1.77,Main Course,Asian,True,"Beans, adzuki, mature seeds, cooked, boiled, without salt"
173729,Sweetened Adzuki Beans,Legumes and Legume Products,22.0,55.01,0.0,0.0,0.265,237.0,0.011,0.0,0.0,0.0,0.107,1.13,31.0,0.504,0.631,0.378,74.0,119.0,3.8,0.056,0.0032,218.0,0.0,0.101,0.03,0.0,0.0,0.084,0.0,0.0,0.0,0.0,40.58,1.56,Main Course,Asian,True,"Beans, adzuki, mature seeds, canned, sweetened"
173730,Adzuki Bean Yokan,Legumes and Legume Products,27.0,60.72,0.0,0.0,0.029,260.0,0.043,0.0,0.0,0.0,0.008,1.16,18.0,0.14,0.057,0.099,40.0,45.0,3.29,0.004,0.0023,83.0,0.0,0.005,0.12,0.0,0.0,0.008,0.0,0.0,0.0,0.0,35.45,0.07,Main Course,Asian,True,"Yokan, prepared from adzuki beans and sugar"
173731,Homemade Baked Beans,Legumes and Legume Products,61.0,21.63,5.0,0.0,0.159,155.0,1.948,0.0,5.5,0.0,0.048,1.99,43.0,0.255,0.408,0.155,109.0,358.0,5.54,0.049,0.0057,422.0,0.0,0.136,5.15,0.0,0.0,0.09,1.1,0.0,0.0,0.0,65.17,0.73,Main Course,Western,True,"Beans, baked, home prepared"
173735,Black Beans,Legumes and Legume Products,27.0,23.71,0.0,32.6,0.209,132.0,0.139,0.0,8.7,0.0,0.149,2.1,70.0,0.444,0.505,0.242,140.0,355.0,8.86,0.059,0.0012,1.0,0.32,0.244,0.54,0.0,0.0,0.069,0.0,0.0,0.87,0.0033,65.74,1.12,Main Course,Generic,True,"Beans, black, mature seeds, cooked, boiled, without salt"
173736,Cooked Cranberry Beans,Legumes and Legume Products,50.0,24.46,0.0,0.0,0.231,136.0,0.119,0.0,8.6,0.0,0.207,2.09,50.0,0.37,0.515,0.24,135.0,387.0,9.34,0.069,0.0013,1.0,0.0,0.21,0.46,0.0,0.0,0.081,0.0,0.0,0.0,0.0,64.65,1.14,Main Course,Generic,True,"Beans, cranberry (roman), mature seeds, cooked, boiled, without salt"
173737,Canned Cranberry Beans,Legumes and Legume Products,34.0,15.12,0.0,0.0,0.142,83.0,0.072,0.0,6.3,0.0,0.077,1.55,32.0,0.2,0.504,0.144,86.0,260.0,5.54,0.039,0.0031,332.0,0.0,0.039,0.28,0.0,0.0,0.055,0.8,0.0,0.0,0.0,77.56,0.84,Main Course,Generic,True,"Beans, cranberry (roman), mature seeds, canned"
173739,Cooked French Beans,Legumes and Legume Products,63.0,24.02,0.0,0.0,0.115,129.0,0.083,0.0,9.4,0.0,0.075,1.08,56.0,0.382,0.546,0.222,102.0,370.0,7.05,0.062,0.0012,6.0,0.0,0.13,0.76,0.0,0.0,0.105,1.2,0.0,0.0,0.0,66.57,0.64,Main Course,Generic,True,"Beans, french, mature seeds, cooked, boiled, without salt"
173740,Cooked Kidney Beans,Legumes and Legume Products,35.0,22.8,0.0,30.5,0.216,127.0,0.073,0.0,6.4,0.0,0.13,2.22,42.0,0.43,0.578,0.22,138.0,405.0,8.67,0.058,0.0011,1.0,0.32,0.16,0.5,0.0,0.0,0.12,1.2,0.0,0.03,0.0084,66.94,1.0,Main Course,Generic,True,"Beans, kidney, all types, mature seeds, cooked, boiled, without salt"
173741,Canned Kidney Beans,Legumes and Legume Products,34.0,14.5,0.0,34.9,0.135,84.0,0.141,0.0,4.3,0.0,0.036,1.17,27.0,0.168,0.411,0.138,90.0,237.0,5.22,0.051,0.0009,296.0,1.85,0.116,0.6,0.0,0.0,0.074,1.2,0.0,0.02,0.0040999999999999,78.04,0.46,Main Course,Mediterranean,True,"Beans, kidney, all types, mature seeds, canned"
173743,Kidney Beans,Legumes and Legume Products,66.0,22.41,0.0,0.0,0.289,124.0,0.014,0.0,9.3,0.0,0.074,2.98,48.0,0.318,0.54,0.219,137.0,419.0,9.13,0.062,0.0012,4.0,0.0,0.129,0.09,0.0,0.0,0.104,1.2,0.0,0.0,0.0,66.93,0.86,Main Course,Generic,True,"Beans, kidney, california red, mature seeds, cooked, boiled, without salt"
173746,Navy Beans,Legumes and Legume Products,69.0,26.05,0.0,44.7,0.21,140.0,0.098,0.0,10.5,0.0022,0.14,2.36,53.0,0.527,0.649,0.266,144.0,389.0,8.23,0.066,0.0029,0.0,0.37,0.237,0.62,0.0,0.0,0.138,0.9,0.0,0.01,0.0006,63.81,1.03,Main Course,Generic,True,"Beans, navy, mature seeds, cooked, boiled, without salt"
173747,Canned Navy Beans,Legumes and Legume Products,47.0,20.45,0.0,26.9,0.208,113.0,0.112,0.0,5.1,0.0,0.062,1.85,47.0,0.375,0.487,0.172,134.0,288.0,7.53,0.055,0.0058,336.0,0.28,0.141,0.43,0.0,0.0,0.103,0.7,0.0,0.78,0.0029,70.45,0.77,Main Course,Western,True,"Beans, navy, mature seeds, canned"
173750,Boiled Small White Beans,Legumes and Legume Products,73.0,25.81,0.0,0.0,0.149,142.0,0.166,0.0,10.4,0.0,0.137,2.84,68.0,0.51,0.272,0.251,169.0,463.0,8.97,0.059,0.0013,2.0,0.0,0.236,0.64,0.0,0.0,0.127,0.0,0.0,0.0,0.0,63.24,1.09,Main Course,Generic,True,"Beans, small white, mature seeds, cooked, boiled, without salt"
173752,Cooked Yellow Beans,Legumes and Legume Products,62.0,25.28,0.0,35.2,0.186,144.0,0.279,0.0,10.4,0.0,0.081,2.48,74.0,0.455,0.708,0.229,183.0,325.0,9.16,0.103,0.0013,5.0,0.34,0.187,1.08,0.0,0.0,0.129,1.8,0.0,0.94,0.0035,62.98,1.06,Main Course,Generic,True,"Beans, yellow, mature seeds, cooked, boiled, without salt"
173753,Cooked Fava Beans,Legumes and Legume Products,36.0,19.65,0.0,30.6,0.259,110.0,0.066,0.0,5.4,0.0,0.104,1.5,43.0,0.421,0.711,0.157,125.0,268.0,7.6,0.089,0.0026,5.0,1.82,0.097,0.4,0.001,0.0,0.072,0.3,0.0,0.02,0.0029,71.54,1.01,Main Course,Mediterranean,True,"Broadbeans (fava beans), mature seeds, cooked, boiled, without salt"
173754,Canned Fava Beans,Legumes and Legume Products,26.0,12.41,0.0,0.0,0.109,71.0,0.037,0.0,3.7,0.0,0.033,1.0,32.0,0.288,0.96,0.119,79.0,242.0,5.47,0.05,0.0018,453.0,0.0,0.02,0.22,0.001,0.0,0.045,1.8,0.0,0.0,0.0,80.32,0.62,Main Course,Mediterranean,True,"Broadbeans (fava beans), mature seeds, canned"
173755,Carob Flour,Legumes and Legume Products,348.0,88.88,0.0,11.9,0.571,222.0,0.09,0.0,39.8,0.0,0.029,2.94,54.0,0.508,1.897,0.047,79.0,827.0,4.62,0.461,0.0053,35.0,49.08,0.053,0.65,0.001,0.0,0.366,0.2,0.0,0.63,0.0,3.58,0.92,Snack,Mediterranean,True,Carob flour
173757,Cooked Chickpeas,Legumes and Legume Products,49.0,27.42,0.0,42.8,0.352,164.0,0.269,0.0,7.6,0.0,0.172,2.89,48.0,1.03,0.526,0.286,168.0,291.0,8.86,0.063,0.0037,7.0,4.8,0.116,2.59,0.001,0.0,0.139,1.3,0.0,0.35,0.004,60.21,1.53,Main Course,Mediterranean,True,"Chickpeas (garbanzo beans, bengal gram), mature seeds, cooked, boiled, without salt"
173759,Cooked Cowpeas,Legumes and Legume Products,24.0,20.76,0.0,32.2,0.268,116.0,0.138,0.0,6.5,0.0,0.208,2.51,53.0,0.475,0.495,0.411,156.0,278.0,7.73,0.055,0.0025,4.0,3.3,0.202,0.53,0.001,0.0,0.1,0.4,0.0,0.28,0.0017,70.04,1.29,Main Course,Generic,True,"Cowpeas, common (blackeyes, crowder, southern), mature seeds, cooked, boiled, without salt"
173760,Canned Cowpeas,Legumes and Legume Products,20.0,13.63,0.0,0.0,0.117,77.0,0.144,0.0,3.3,0.0,0.051,0.97,28.0,0.283,0.354,0.19,70.0,172.0,4.74,0.074,0.0023,293.0,0.0,0.076,0.55,0.0,0.0,0.045,2.7,0.0,0.0,0.0,79.63,0.7,Main Course,Western,True,"Cowpeas, common (blackeyes, crowder, southern), mature seeds, canned, plain"
173765,Enhanced Soymilk,Legumes and Legume Products,140.0,3.45,0.0,0.0,0.123,45.0,0.206,0.0,0.4,0.0,0.0,0.49,0.0,0.0,3.292,0.0,0.0,141.0,2.94,0.199,0.0023,50.0,2.53,0.062,1.99,0.0,0.00108,0.233,7.2,0.0012,2.52,0.0,90.98,0.24,Drink,Mediterranean,True,"Soymilk (All flavors), enhanced"
173767,Chocolate Soymilk,Legumes and Legume Products,123.0,8.24,0.0,28.4,0.199,47.0,0.032,0.0,0.7,0.0,0.009,0.59,15.0,0.074,0.512,0.125,87.0,144.0,2.1,0.201,0.0017,46.0,7.13,0.037,0.64,0.061,0.001,0.037,0.0,0.0012,0.13,0.0036,88.38,0.23,Drink,Western,True,"Soymilk, chocolate and other flavors, light, with added calcium, vitamins A and D"
173789,Boiled Adzuki Beans,Legumes and Legume Products,28.0,24.77,0.0,0.0,0.298,128.0,0.036,0.0,7.3,0.0,0.121,2.0,52.0,0.573,0.717,0.43,168.0,532.0,7.52,0.064,0.0012,244.0,0.0,0.115,0.1,0.0,0.0,0.096,0.0,0.0,0.0,0.0,66.29,1.77,Main Course,Asian,True,"Beans, adzuki, mature seed, cooked, boiled, with salt"
173790,Cooked Great Northern Beans,Legumes and Legume Products,68.0,21.09,0.0,0.0,0.247,118.0,0.14,0.0,7.0,0.0,0.102,2.13,50.0,0.518,0.681,0.266,165.0,391.0,8.33,0.059,0.0040999999999999,238.0,0.0,0.158,0.45,0.0,0.0,0.117,1.3,0.0,0.0,0.0,69.0,0.88,Main Course,Generic,True,"Beans, great northern, mature seeds, cooked, boiled, with salt"
173791,Great Northern Beans,Legumes and Legume Products,53.0,21.02,0.0,29.5,0.16,114.0,0.12,0.0,4.9,0.0,0.081,1.57,51.0,0.408,0.461,0.278,136.0,351.0,7.37,0.06,0.0040999999999999,177.0,1.41,0.143,0.39,0.0,0.0,0.106,1.3,0.0,0.79,0.003,69.89,0.65,Main Course,Generic,True,"Beans, great northern, mature seeds, canned, low sodium"
173792,Salted Kidney Beans,Legumes and Legume Products,28.0,22.8,0.0,0.0,0.242,127.0,0.072,0.0,6.4,0.0,0.13,2.94,45.0,0.477,0.578,0.22,142.0,403.0,8.67,0.058,0.0012,238.0,0.32,0.16,0.5,0.0,0.0,0.12,1.2,0.0,0.87,0.0033,66.94,1.07,Main Course,Generic,True,"Beans, kidney, all types, mature seeds, cooked, boiled, with salt"
173793,Salted Kidney Beans,Legumes and Legume Products,66.0,22.41,0.0,0.0,0.289,124.0,0.014,0.0,9.3,0.0,0.074,2.98,48.0,0.318,0.54,0.219,137.0,419.0,9.13,0.062,0.0012,240.0,0.0,0.129,0.09,0.0,0.0,0.104,1.2,0.0,0.0,0.0,66.93,0.86,Main Course,Generic,True,"Beans, kidney, california red, mature seeds, cooked, boiled, with salt"
173794,Navy Beans,Legumes and Legume Products,69.0,26.05,0.0,44.7,0.21,140.0,0.032,0.0,10.5,0.0,0.14,2.36,53.0,0.527,0.649,0.266,144.0,389.0,8.23,0.066,0.0029,237.0,0.37,0.237,0.62,0.0,0.0,0.138,0.9,0.0,0.01,0.0006,63.81,1.03,Main Course,Generic,True,"Beans, navy, mature seeds, cooked, boiled, with salt"
173795,Cooked Pink Beans,Legumes and Legume Products,52.0,27.91,0.0,36.9,0.271,149.0,0.126,0.0,5.3,0.0,0.168,2.3,65.0,0.548,0.57,0.299,165.0,508.0,9.06,0.063,0.0014,238.0,0.36,0.257,0.49,0.0,0.0,0.175,0.0,0.0,0.98,0.0037,61.2,0.96,Main Course,Generic,True,"Beans, pink, mature seeds, cooked, boiled, with salt"
173796,Pinto Beans,Legumes and Legume Products,46.0,26.22,0.0,0.0,0.219,143.0,0.109,0.0,9.0,0.0,0.172,2.09,50.0,0.453,0.318,0.21,147.0,436.0,9.01,0.062,0.0062,238.0,0.34,0.193,0.65,0.0,0.0,0.229,0.8,0.0,0.94,0.0035,62.95,0.98,Main Course,Generic,True,"Beans, pinto, mature seeds, cooked, boiled, with salt"
173797,Canned Pinto Beans,Legumes and Legume Products,64.0,20.77,0.0,0.0,0.26,117.0,0.0,0.0,0.0,0.0,0.021,1.27,30.0,0.37,0.262,0.0,96.0,234.0,7.04,0.019,0.0,212.0,0.0,0.05,0.97,0.0,0.0,0.0,0.1,0.0,0.0,0.0,70.0,0.59,Main Course,Generic,True,"Beans, pinto, mature seeds, canned, drained solids, rinsed in tap water"
173798,Salted Cooked Broadbeans,Legumes and Legume Products,36.0,19.65,0.0,30.6,0.259,110.0,0.066,0.0,5.4,0.0,0.104,1.5,43.0,0.421,0.711,0.157,125.0,268.0,7.6,0.089,0.0026,241.0,1.82,0.097,0.4,0.001,0.0,0.072,0.3,0.0,0.02,0.0029,71.54,1.01,Main Course,Mediterranean,True,"Broadbeans (fava beans), mature seeds, cooked, boiled, with salt"
173799,Cooked Chickpeas,Legumes and Legume Products,49.0,27.42,0.0,42.8,0.352,164.0,0.269,0.0,7.6,0.0,0.172,2.89,48.0,1.03,0.526,0.286,168.0,291.0,8.86,0.063,0.0037,243.0,4.8,0.116,2.59,0.001,0.0,0.139,1.3,0.0,0.35,0.004,60.21,1.53,Main Course,Mediterranean,True,"Chickpeas (garbanzo beans, bengal gram), mature seeds, cooked, boiled, with salt"
173800,Canned Chickpeas,Legumes and Legume Products,45.0,22.53,0.0,0.0,0.253,139.0,0.214,0.0,6.4,0.0,0.048,1.07,26.0,0.846,0.14,0.0,85.0,126.0,7.05,0.015,0.0031,246.0,4.01,0.027,2.77,0.001,0.0,0.116,0.1,0.0,0.29,0.0034,66.72,0.63,Main Course,Mediterranean,True,"Chickpeas (garbanzo beans, bengal gram), mature seeds, canned, drained solids"
173801,Canned Chickpeas,Legumes and Legume Products,43.0,22.87,0.0,0.0,0.25,138.0,0.213,0.0,6.3,0.0,0.041,0.98,24.0,0.8,0.125,0.0,80.0,109.0,7.04,0.015,0.0031,212.0,4.0,0.025,2.47,0.001,0.0,0.116,0.1,0.0,0.29,0.0034,66.87,0.59,Main Course,Mediterranean,True,"Chickpeas (garbanzo beans, bengal gram), mature seeds, canned, drained, rinsed in tap water"
173802,Large Lima Beans,Legumes and Legume Products,17.0,20.88,0.0,32.5,0.235,115.0,0.089,0.0,7.0,0.0,0.083,2.39,43.0,0.516,0.421,0.422,111.0,508.0,7.8,0.055,0.0045,238.0,2.9,0.161,0.38,0.0,0.0,0.161,0.0,0.0,0.18,0.002,69.79,0.95,Main Course,Generic,True,"Lima beans, large, mature seeds, cooked, boiled, with salt"
173803,Cooked Baby Lima Beans,Legumes and Legume Products,29.0,23.31,0.0,0.0,0.215,126.0,0.088,0.0,7.7,0.0,0.15,2.4,53.0,0.585,0.66,0.472,127.0,401.0,8.04,0.055,0.0049,239.0,0.0,0.161,0.38,0.0,0.0,0.078,0.0,0.0,0.0,0.0,67.15,1.03,Main Course,Generic,True,"Lima beans, thin seeded (baby), mature seeds, cooked, boiled, with salt"
173804,Salted Cooked Lupins,Legumes and Legume Products,51.0,9.29,0.0,0.0,0.231,116.0,0.346,0.0,2.8,0.0,0.059,1.2,54.0,0.676,0.495,0.188,128.0,245.0,15.57,0.053,0.0026,240.0,0.0,0.134,2.92,0.0,0.0,0.009,1.1,0.0,0.0,0.0,71.08,1.38,Main Course,Generic,True,"Lupins, mature seeds, cooked, boiled, with salt"
173805,Cooked Mothbeans,Legumes and Legume Products,3.0,20.96,0.0,0.0,0.164,117.0,0.124,0.0,0.0,0.0,0.143,3.14,104.0,0.527,0.668,0.391,150.0,304.0,7.81,0.023,0.0028,246.0,0.0,0.124,0.55,0.001,0.0,0.093,1.0,0.0,0.0,0.0,69.23,0.59,Main Course,Asian,True,"Mothbeans, mature seeds, cooked, boiled, with salt"
173806,Dry-Roasted Peanuts,Legumes and Legume Products,58.0,21.26,0.0,64.6,0.428,587.0,7.723,0.027,8.4,0.0,0.097,1.58,178.0,1.786,14.355,1.011,363.0,634.0,24.35,0.197,0.0093,6.0,4.9,0.152,49.66,0.0,0.0,0.466,0.0,0.0,4.93,0.0,1.81,2.77,Snack,Generic,True,"Peanuts, all types, dry-roasted, without salt"
173807,Oil-Roasted Spanish Peanuts,Legumes and Legume Products,100.0,17.45,0.0,0.0,0.661,579.0,7.555,0.0,8.9,0.0,0.126,2.28,168.0,2.355,14.933,1.392,387.0,776.0,28.01,0.085,0.0075,6.0,0.0,0.317,49.04,0.0,0.0,0.256,0.0,0.0,0.0,0.0,1.78,2.0,Snack,Mediterranean,True,"Peanuts, spanish, oil-roasted, without salt"
173813,Roasted New Zealand Lamb Rack,"Lamb, Veal, and Game Products",20.0,0.04,76.0,81.7,0.108,253.0,7.066,0.907,0.0,0.0,0.0,1.57,22.0,0.01,6.019,0.366,195.0,304.0,22.06,0.186,0.004,69.0,0.0,0.067,18.29,0.01,0.00117,0.156,0.0,0.0,0.45,0.0031,59.66,2.69,Main Course,Western,False,"Lamb, New Zealand, imported, rack - partly frenched, separable lean and fat, cooked, fast roasted"
173819,Breaded Veal Cutlet,"Lamb, Veal, and Game Products",39.0,9.91,112.0,113.2,0.073,238.0,3.06,0.0,0.3,0.021,0.033,1.64,31.0,0.135,10.34,1.07,250.0,371.0,27.29,0.35,0.0165,454.0,0.57,0.16,9.18,0.01,0.00124,0.4,0.0,0.0,0.53,0.0050999999999999,51.31,2.75,Main Course,Western,True,"Veal, leg (top round), separable lean and fat, cooked, pan-fried, breaded"
173858,Chicken Spread,Sausages and Luncheon Meats,16.0,4.05,56.0,0.0,0.04,158.0,3.23,0.0,0.3,0.0,0.003,0.87,12.0,0.012,2.748,0.43,89.0,106.0,18.01,0.114,0.0108,722.0,0.47,0.009,17.56,0.03,0.00013,0.15,0.0,0.0,0.0,0.0,57.41,1.15,Main Course,Western,True,Chicken spread
173874,Rotisserie Chicken Breast,Sausages and Luncheon Meats,11.0,2.92,51.0,44.2,0.02,98.0,0.564,0.007,0.0,0.0,0.007,0.39,26.0,0.018,9.055,0.976,257.0,360.0,17.4,0.071,0.0132,1032.0,0.75,0.048,1.86,0.002,0.00014,0.445,0.0,0.0001,0.32,0.0,74.47,0.51,Main Course,Western,True,"Chicken breast, deli, rotisserie seasoned, sliced, prepackaged"
173880,Lower Sodium Italian Chicken Sausage,Sausages and Luncheon Meats,0.0,14.25,36.0,39.8,0.449,183.0,0.893,0.018,0.0,0.0224,0.071,1.29,43.0,0.576,12.857,0.708,286.0,1062.0,21.43,0.469,0.0313,446.0,0.81,0.396,4.46,0.0,0.00015,0.536,0.0,0.0001,1.35,0.0348,56.01,2.41,Main Course,Western,True,"Sausage, chicken or turkey, Italian style,  lower sodium"
173884,Cheerios,Breakfast Cereals,357.0,73.2,0.0,26.2,0.387,372.0,1.6,0.0,10.1,0.0,1.198,28.9,114.0,3.563,17.9,0.0,357.0,633.0,12.4,0.1,0.0249,497.0,4.5,1.3,6.6,0.99,0.00677,1.79,21.4,0.0036,0.41,0.002,3.76,13.4,Side Dish,Western,True,"Cereals ready-to-eat, GENERAL MILLS, CHEERIOS"
173885,Cocoa Pebbles Cereal,Breakfast Cereals,22.0,85.7,0.0,3.8,0.3,397.0,3.6,0.1,1.6,0.0,0.583,6.2,31.0,0.0,17.2,0.0,95.0,193.0,4.8,1.5,0.014,594.0,35.8,1.3,4.1,0.776,0.0052,1.7,0.0,0.0069,0.13,0.0013,2.5,5.2,Side Dish,Western,True,"Cereals ready-to-eat, POST, COCOA PEBBLES"
173886,Crunchy Bran Cereal,Breakfast Cereals,71.0,83.68,0.0,9.5,0.117,331.0,2.03,0.01,15.3,0.0,2.629,30.98,61.0,0.359,20.389,0.266,186.0,239.0,6.37,1.73,0.0111,759.0,20.66,0.506,4.06,0.008,0.0,2.038,0.0,0.0,0.67,0.0003,2.5,15.3,Side Dish,Western,True,"Cereals ready-to-eat, QUAKER, QUAKER CRUNCHY BRAN"
