fdc_id,food_name,food_group,calcium_mg,carbohydrate_g,cholesterol_mg,choline_mg,copper_mg,energy_kcal,saturated_fat_g,trans_fat_g,fiber_g,fluoride_mg,folate_mg,iron_mg,magnesium_mg,manganese_mg,vitamin_b3_niacin_mg,vitamin_b5_pantothenic_acid_mg,phosphorus_mg,potassium_mg,protein_g,vitamin_b2_riboflavin_mg,selenium_mg,sodium_mg,sugar_g,vitamin_b1_thiamin_mg,fat_g,vitamin_a_rae_mg,vitamin_b12_mg,vitamin_b6_mg,vitamin_c_mg,vitamin_d_mg,vitamin_e_mg,vitamin_k_mg,water_g,zinc_mg,consumption_label,cuisine_label,suitable_for_cvd_cholesterol,food_name_original,cuisine
174282,Cooked Yardlong Beans,Legumes and Legume Products,42.0,21.09,0.0,0.0,0.225,118.0,0.116,0.0,3.8,0.0,0.146,2.64,98.0,0.487,0.551,0.398,181.0,315.0,8.29,0.064,0.0028,5.0,0.0,0.212,0.45,0.0,0.0,0.095,0.4,0.0,0.0,0.0,68.8,1.08,Main Course,Generic,True,"Yardlong beans, mature seeds, cooked, boiled, without salt",Generic
174285,Canned Red Kidney Beans,Legumes and Legume Products,57.0,21.49,0.0,0.0,0.272,124.0,0.181,0.0,5.5,0.0,0.028,1.5,30.0,0.384,0.46,0.0,121.0,277.0,7.98,0.016,0.0016,231.0,3.8,0.067,1.05,0.0,0.0,0.0,0.2,0.0,0.0,0.0,68.11,0.75,Main Course,Generic,True,"Beans, kidney, red, mature seeds, canned, drained solids",Generic
174286,Drained Pinto Beans,Legumes and Legume Products,63.0,20.22,0.0,0.0,0.259,114.0,0.158,0.0,5.5,0.0,0.024,1.33,32.0,0.383,0.272,0.0,101.0,274.0,6.99,0.019,0.0,239.0,0.54,0.052,0.9,0.0,0.0,0.0,0.1,0.0,0.0,0.0,70.6,0.61,Main Course,Generic,True,"Beans, pinto, canned, drained solids",Generic
174289,Commercial Hummus,Legumes and Legume Products,47.0,15.0,0.0,0.0,0.377,237.0,2.562,0.019,5.5,0.0,0.048,2.54,75.0,1.155,1.024,0.346,181.0,312.0,7.78,0.127,0.0047,426.0,0.62,0.16,17.82,0.001,0.0,0.146,0.0,0.0,1.54,0.0228,57.4,1.44,Snack,Generic,True,"Hummus, commercial",Mediterranean
174290,Extra Firm Tofu,Legumes and Legume Products,282.0,1.18,0.0,33.0,0.2,83.0,0.919,0.0,1.0,0.0,0.009,2.04,35.0,0.666,0.241,0.844,111.0,130.0,9.98,0.048,0.013,4.0,0.71,0.048,5.26,0.0,0.0,0.083,0.0,0.0,0.01,0.0028,82.31,1.07,Main Course,Generic,True,"Tofu, extra firm, prepared with nigari",Asian
174291,Hard Tofu,Legumes and Legume Products,345.0,4.39,0.0,0.0,0.328,145.0,1.445,0.0,0.6,0.0,0.022,2.75,53.0,1.052,0.639,0.037,231.0,146.0,12.68,0.077,0.0168,2.0,0.0,0.042,9.99,0.0,0.0,0.039,0.3,0.0,0.0,0.0,71.12,1.66,Main Course,Generic,True,"Tofu, hard, prepared with nigari",Asian
174294,Smooth Peanut Butter,Legumes and Legume Products,54.0,23.98,0.0,65.7,0.571,588.0,9.519,0.0,5.7,0.0031,0.035,2.16,179.0,1.361,13.16,1.044,335.0,592.0,21.93,0.105,0.0404,476.0,6.5,0.107,49.54,0.0,0.0,0.551,0.0,0.0,5.94,0.0,1.55,2.67,Snack,Generic,True,"Peanut Butter, smooth (Includes foods for USDA's Food Distribution Program)",Generic
174296,Canned Vegetarian Refried Beans,Legumes and Legume Products,35.0,13.5,0.0,0.0,0.171,83.0,0.142,0.003,4.7,0.0,0.0,1.7,38.0,0.332,0.37,0.175,114.0,344.0,5.28,0.015,0.0056,430.0,0.59,0.04,0.87,0.0,0.0,0.107,0.0,0.0,0.09,0.0,78.39,0.74,Main Course,Generic,True,"Refried beans, canned, vegetarian",Generic
174298,Reduced Sodium Refried Beans,Legumes and Legume Products,29.0,13.55,0.0,22.7,0.129,89.0,0.631,0.016,3.7,0.0,0.026,1.44,35.0,0.289,0.367,0.189,92.0,319.0,4.98,0.079,0.0058,138.0,0.54,0.076,2.01,0.0,0.0,0.103,0.8,0.0,0.09,0.0023,77.75,0.58,Main Course,Generic,True,"Refried beans, canned, traditional, reduced sodium",Generic
174299,Cooked Soybeans,Legumes and Legume Products,102.0,8.36,0.0,0.0,0.407,172.0,1.297,0.0,6.0,0.0,0.054,5.14,86.0,0.824,0.399,0.179,245.0,515.0,18.21,0.285,0.0073,237.0,2.36,0.155,8.97,0.0,0.0,0.234,1.7,0.0,0.35,0.0192,62.55,1.15,Main Course,Generic,True,"Soybeans, mature seeds, cooked, boiled, with salt",Generic
174300,Roasted Soybeans,Legumes and Legume Products,138.0,30.22,0.0,0.0,0.828,469.0,3.674,0.0,17.7,0.0,0.211,3.9,145.0,2.158,1.41,0.453,363.0,1470.0,38.55,0.145,0.0191,4.0,0.0,0.1,25.4,0.0,0.0,0.208,2.2,0.0,0.0,0.0,1.95,3.14,Snack,Generic,True,"Soybeans, mature seeds, roasted, no salt added",Generic
174301,Soy Protein Concentrate,Legumes and Legume Products,363.0,25.41,0.0,0.0,0.976,328.0,0.052,0.0,5.5,0.0,0.34,10.78,140.0,4.19,0.716,0.057,839.0,450.0,63.63,0.142,0.0008,900.0,20.0,0.316,0.46,0.0,0.0,0.134,0.0,0.0,0.0,0.0,5.8,4.4,Side Dish,Generic,True,"Soy protein concentrate, produced by acid wash",Generic
174302,Soy Protein,Legumes and Legume Products,178.0,2.59,0.0,190.9,1.599,321.0,0.077,0.0,0.0,0.0,0.176,14.5,39.0,1.493,1.438,0.06,776.0,1590.0,88.32,0.1,0.0008,50.0,0.0,0.176,0.53,0.0,0.0,0.1,0.0,0.0,0.0,0.0,4.98,4.03,Side Dish,Generic,True,"Soy protein isolate, potassium type",Generic
174304,Fried Tofu,Legumes and Legume Products,961.0,8.86,0.0,0.0,0.398,270.0,2.918,0.0,3.9,0.0,0.027,4.87,95.0,1.495,0.1,0.14,287.0,146.0,18.82,0.05,0.0285,16.0,0.0,0.17,20.18,0.0,0.0,0.099,0.0,0.0,0.0,0.0,50.52,1.99,Main Course,Generic,True,"Tofu, fried, prepared with calcium sulfate",Asian
174306,Salted Cooked Yardlong Beans,Legumes and Legume Products,42.0,21.09,0.0,0.0,0.225,118.0,0.116,0.0,3.8,0.0,0.146,2.64,98.0,0.487,0.551,0.398,181.0,315.0,8.29,0.064,0.0028,241.0,0.0,0.212,0.45,0.001,0.0,0.095,0.4,0.0,0.0,0.0,68.8,1.08,Main Course,Generic,True,"Yardlong beans, mature seeds, cooked, boiled, with salt",Generic
174355,Braised Lamb Kidneys,"Lamb, Veal, and Game Products",18.0,0.99,565.0,0.0,0.37,137.0,1.23,0.0,0.0,0.0,0.081,12.4,20.0,0.144,5.99,2.04,290.0,178.0,23.65,2.07,0.2188,151.0,0.0,0.35,3.62,0.137,0.0789,0.12,12.0,0.0,0.0,0.0,70.45,3.8,Main Course,Generic,True,"Lamb, variety meats and by-products, kidneys, cooked, braised",Generic
174358,Pan-Fried Veal Liver,"Lamb, Veal, and Game Products",7.0,4.47,485.0,411.0,15.05,193.0,2.109,0.285,0.0,0.005,0.35,5.98,23.0,0.302,14.35,7.075,483.0,353.0,27.37,3.06,0.0249,85.0,0.0,0.178,6.51,20.074,0.0725,0.891,0.7,0.0,0.6,0.0016,59.87,11.9,Main Course,Generic,True,"Veal, variety meats and by-products, liver, cooked, pan-fried",Generic
174457,Cooked New Zealand Lamb Loin Chop,"Lamb, Veal, and Game Products",42.0,0.41,85.0,0.0,0.152,208.0,4.039,0.375,0.0,0.0,0.0,1.88,27.0,0.009,6.651,0.806,233.0,367.0,27.43,0.222,0.0073,84.0,0.0,0.097,10.7,0.006,0.00184,0.189,0.0,0.0001,0.37,0.0,60.21,3.48,Main Course,Generic,True,"Lamb, New Zealand, imported, loin chop, separable lean only, cooked, fast fried",Generic
174460,Cooked New Zealand Lamb Chop,"Lamb, Veal, and Game Products",10.0,0.04,78.0,0.0,0.144,212.0,4.743,0.59,0.0,0.0,0.0,1.93,25.0,0.009,5.899,0.675,210.0,353.0,24.26,0.142,0.0035,65.0,0.0,0.135,12.76,0.007,0.00209,0.155,0.0,0.0,0.28,0.0,63.15,3.66,Main Course,Generic,False,"Lamb, New Zealand, imported, leg chop/steak, bone-in, separable lean and fat, cooked, fast fried",Generic
174461,Cooked New Zealand Lamb Chops,"Lamb, Veal, and Game Products",31.0,0.41,81.0,0.0,0.118,332.0,11.272,1.437,0.0,0.0,0.0,1.62,22.0,0.008,5.229,0.628,194.0,313.0,21.5,0.18,0.0058,73.0,0.0,0.1,27.11,0.019,0.00152,0.153,0.0,0.0001,0.54,0.0,50.12,2.86,Main Course,Generic,False,"Lamb, New Zealand, imported, loin chop, separable lean and fat, cooked, fast fried",Generic
174462,Fast Roasted New Zealand Lamb,"Lamb, Veal, and Game Products",7.0,0.1,76.0,0.0,0.113,274.0,8.762,1.146,0.0,0.0,0.0,1.44,21.0,0.009,5.334,0.436,179.0,306.0,21.13,0.187,0.0036,69.0,0.0,0.116,20.98,0.016,0.00142,0.173,0.0,0.0001,0.44,0.0,58.22,2.61,Main Course,Generic,False,"Lamb, New Zealand, imported, loin saddle, separable lean and fat, cooked, fast roasted",Generic
174466,Simmered Chicken Giblets,Poultry Products,13.0,0.76,434.0,0.0,0.294,164.0,1.77,0.0,0.0,0.0,0.414,6.8,20.0,0.192,4.12,3.296,235.0,153.0,26.39,1.061,0.095,55.0,0.0,0.095,5.4,3.984,0.00114,0.38,9.0,0.0,0.0,0.0,66.54,4.67,Main Course,Generic,True,"Chicken, capons, giblets, cooked, simmered",Generic
174491,Pan-Fried Chicken Liver,Poultry Products,10.0,1.11,564.0,326.8,0.535,172.0,2.033,0.098,0.0,0.0,0.56,12.88,27.0,0.375,13.925,8.315,442.0,315.0,25.78,2.313,0.0882,92.0,0.0,0.292,6.43,4.296,0.02113,0.84,2.7,0.0,0.77,0.0,65.22,4.01,Main Course,Generic,True,"Chicken, liver, all classes, cooked, pan-fried",Generic
174505,Roasted Dark Meat Chicken Thighs,Poultry Products,11.0,0.09,128.0,93.6,0.073,214.0,4.145,0.091,0.0,0.0,0.004,1.02,23.0,0.011,5.898,1.128,197.0,254.0,23.47,0.243,0.0311,174.0,0.0,0.084,13.81,0.017,0.00041,0.394,0.0,0.0003,0.38,0.0,62.6,1.82,Main Course,Generic,True,"Chicken, dark meat, thigh, meat and skin, with added solution, cooked, roasted",Generic
174506,BBQ Rotisserie Chicken,Poultry Products,33.0,0.31,117.0,55.1,0.067,212.0,3.613,0.0,0.0,0.0,0.007,0.82,18.0,0.0,5.175,0.0,212.0,263.0,21.85,0.181,0.0411,563.0,0.31,0.069,13.87,0.015,0.00061,0.121,0.0,0.0,0.24,0.0,62.96,1.74,Main Course,Generic,True,"Chicken, broiler, rotisserie, BBQ, back meat only",Western
174570,Deli Roast Beef,Sausages and Luncheon Meats,5.0,0.64,51.0,43.9,0.086,115.0,1.318,0.148,0.0,0.0,0.005,2.05,20.0,0.015,5.581,0.566,242.0,647.0,18.62,0.213,0.0147,853.0,0.29,0.043,3.69,0.003,0.00204,0.46,0.0,0.0,0.49,0.0016,73.72,3.2,Main Course,Generic,True,"Roast beef, deli style, prepackaged, sliced",Generic
174580,Reduced Fat Turkey Sausage,Sausages and Luncheon Meats,31.0,10.92,58.0,92.1,0.149,204.0,2.871,0.0,0.3,0.0,0.023,1.8,21.0,0.221,2.137,0.722,164.0,207.0,17.0,0.151,0.0208,721.0,0.0,0.066,10.3,0.002,0.00028,0.234,0.0,0.0004,0.0,0.0,59.59,2.31,Main Course,Generic,True,"Sausage, turkey, reduced fat, brown and serve, cooked",Generic
174581,Poultry Salad Spread,Sausages and Luncheon Meats,10.0,7.41,30.0,49.6,0.03,200.0,3.45,0.0,0.0,0.0,0.005,0.61,10.0,0.009,1.669,0.27,33.0,183.0,11.64,0.071,0.0109,653.0,0.0,0.024,13.52,0.042,0.00038,0.11,1.0,0.0002,2.2,0.0,66.17,1.04,Main Course,Generic,True,Poultry salad sandwich spread,Generic
174597,Roast Beef Spread,Sausages and Luncheon Meats,23.0,3.73,70.0,0.0,0.101,223.0,6.4,0.0,0.2,0.0,0.008,2.06,24.0,0.0,4.2,0.0,116.0,259.0,15.27,0.23,0.0226,724.0,0.71,0.02,16.28,0.0,0.0023799999999999,0.15,0.2,0.0,0.0,0.0,61.7,6.08,Main Course,Generic,True,Roast beef spread,Generic
174604,Smoked Turkey Italian Sausage,Sausages and Luncheon Meats,21.0,4.65,53.0,0.0,0.111,158.0,3.401,0.0,0.9,0.0,0.008,9.6,25.0,0.066,3.675,0.797,185.0,197.0,15.05,0.173,0.0222,928.0,3.2,0.071,8.75,0.043,0.00043,0.381,30.4,0.0,0.0,0.0,68.5,2.13,Main Course,Generic,True,"Sausage, Italian, turkey, smoked",Generic
174606,Smoked Turkey Sausage,Sausages and Luncheon Meats,21.0,4.65,53.0,41.1,0.111,158.0,3.401,0.0,0.3,0.0,0.008,9.6,25.0,0.0,3.675,0.0,185.0,197.0,15.05,0.173,0.0222,916.0,3.2,0.071,8.75,0.043,0.00043,0.381,30.4,0.0002,0.09,0.0008,68.5,2.13,Main Course,Generic,True,"Sausage, turkey, hot, smoked",Generic
174608,Oven-Roasted Chicken Breast,Sausages and Luncheon Meats,6.0,1.79,39.0,0.0,0.069,134.0,2.48,0.0,0.0,0.0,0.003,0.32,17.0,0.017,6.536,0.565,121.0,324.0,14.59,0.062,0.0117,883.0,0.43,0.043,7.65,0.0,0.00024,0.298,0.0,0.0,0.07,0.0005,72.98,0.65,Main Course,Generic,True,"Chicken breast, roll, oven-roasted",Generic
174613,Rotisserie Turkey,Sausages and Luncheon Meats,16.0,7.7,55.0,0.0,0.039,112.0,0.118,0.0,0.4,0.0,0.004,2.2,20.0,0.02,5.159,0.584,158.0,349.0,13.5,0.114,0.0299,1200.0,4.0,0.033,3.0,0.002,0.00022,0.294,10.0,0.0,0.0,0.0,72.0,2.1,Main Course,Generic,True,"Turkey, white, rotisserie, deli cut",Generic
174618,Cooked Beef Sausage,Sausages and Luncheon Meats,11.0,0.35,82.0,51.4,0.069,332.0,10.905,1.44,0.0,0.0,0.003,1.57,14.0,0.0,3.6,0.515,141.0,258.0,18.21,0.15,0.0,813.0,0.0,0.048,27.98,0.013,0.0020099999999999,0.313,0.0,0.0005,0.24,0.0011,51.12,4.38,Main Course,Generic,False,"Sausage, beef, fresh, cooked",Generic
174650,Milk & Cereal Bar,Snacks,410.0,72.05,6.0,31.0,0.049,413.0,9.114,0.0,0.4,0.0,0.159,5.99,21.0,0.206,8.194,0.495,155.0,254.0,6.47,0.696,0.0077,319.0,45.97,0.615,10.98,0.188,0.002,0.819,15.4,0.0017,0.42,0.0025,8.69,0.84,Snack,Generic,True,Milk and cereal bar,Generic
174666,Stewed Dried Figs,Fruits and Fruit Juices,70.0,27.57,0.0,6.8,0.124,107.0,0.062,0.0,4.2,0.0,0.001,0.88,29.0,0.22,0.64,0.127,29.0,294.0,1.42,0.11,0.0002,4.0,23.35,0.011,0.4,0.0,0.0,0.133,4.4,0.0,0.15,0.0067,69.8,0.24,Snack,Generic,True,"Figs, dried, stewed",Generic
174669,Fruit Salad,Fruits and Fruit Juices,7.0,7.87,0.0,0.0,0.067,30.0,0.009,0.0,1.0,0.0,0.003,0.3,5.0,0.151,0.374,0.053,9.0,78.0,0.35,0.021,0.0,3.0,0.0,0.015,0.07,0.022,0.0,0.032,1.9,0.0,0.0,0.0,91.5,0.08,Snack,Generic,True,"Fruit salad, (peach and pear and apricot and pineapple and cherry), canned, water pack, solids and liquids",Generic
174670,Fruit Salad,Fruits and Fruit Juices,11.0,13.05,0.0,0.0,0.05,50.0,0.004,0.0,1.0,0.0,0.003,0.25,8.0,0.151,0.356,0.053,14.0,116.0,0.51,0.014,0.0,5.0,0.0,0.011,0.03,0.03,0.0,0.027,3.3,0.0,0.0,0.0,86.15,0.14,Snack,Generic,True,"Fruit salad, (peach and pear and apricot and pineapple and cherry), canned, juice pack, solids and liquids",Generic
174671,Canned Fruit Salad,Fruits and Fruit Juices,7.0,15.14,0.0,0.0,0.065,58.0,0.009,0.0,1.0,0.0,0.003,0.29,5.0,0.148,0.365,0.053,9.0,82.0,0.34,0.02,0.0,6.0,0.0,0.014,0.07,0.021,0.0,0.032,2.5,0.0,0.0,0.0,84.24,0.07,Snack,Generic,True,"Fruit salad, (peach and pear and apricot and pineapple and cherry), canned, light syrup, solids and liquids",Generic
174672,Fruit Salad,Fruits and Fruit Juices,6.0,22.77,0.0,0.0,0.063,88.0,0.009,0.0,1.0,0.0,0.003,0.28,5.0,0.143,0.353,0.053,9.0,80.0,0.33,0.02,0.0,5.0,0.0,0.014,0.06,0.032,0.0,0.032,2.1,0.0,0.0,0.0,76.64,0.07,Snack,Generic,True,"Fruit salad, (peach and pear and apricot and pineapple and cherry), canned, extra heavy syrup, solids and liquids",Generic
174673,Pink Grapefruit,Fruits and Fruit Juices,22.0,10.66,0.0,7.7,0.032,42.0,0.021,0.0,1.6,0.0,0.013,0.08,9.0,0.022,0.204,0.262,18.0,135.0,0.77,0.031,0.0001,0.0,6.89,0.043,0.14,0.058,0.0,0.053,31.2,0.0,0.13,0.0,88.06,0.07,Snack,Generic,True,"Grapefruit, raw, pink and red, all areas",Generic
174674,Pink Grapefruit,Fruits and Fruit Juices,11.0,9.69,0.0,0.0,0.032,37.0,0.014,0.0,0.0,0.0,0.012,0.08,9.0,0.02,0.191,0.283,12.0,147.0,0.5,0.02,0.0,1.0,0.0,0.034,0.1,0.013,0.0,0.042,38.1,0.0,0.0,0.0,89.31,0.07,Snack,Generic,True,"Grapefruit, raw, pink and red, California and Arizona",Generic
174675,Florida Pink Grapefruit,Fruits and Fruit Juices,15.0,7.5,0.0,0.0,0.044,30.0,0.014,0.0,1.1,0.0,0.009,0.12,8.0,0.01,0.2,0.283,9.0,127.0,0.55,0.02,0.0014,0.0,0.0,0.04,0.1,0.013,0.0,0.042,37.0,0.0,0.0,0.0,91.56,0.07,Snack,Generic,True,"Grapefruit, raw, pink and red, Florida",Generic
174676,Raw White Grapefruit,Fruits and Fruit Juices,12.0,8.41,0.0,7.7,0.05,33.0,0.014,0.0,1.1,0.0,0.01,0.06,9.0,0.013,0.269,0.283,8.0,148.0,0.69,0.02,0.0014,0.0,7.31,0.037,0.1,0.002,0.0,0.043,33.3,0.0,0.13,0.0,90.48,0.07,Snack,Generic,True,"Grapefruit, raw, white, all areas",Generic
174677,California White Grapefruit,Fruits and Fruit Juices,12.0,9.09,0.0,0.0,0.032,37.0,0.014,0.0,0.0,0.0,0.012,0.08,9.0,0.02,0.269,0.283,12.0,143.0,0.88,0.02,0.0,0.0,0.0,0.037,0.1,0.0,0.0,0.043,33.3,0.0,0.0,0.0,89.58,0.07,Snack,Generic,True,"Grapefruit, raw, white, California",Generic
174678,Unsweetened White Grapefruit Juice,Fruits and Fruit Juices,16.0,7.54,1.0,7.7,0.032,37.0,0.082,0.0,0.6,0.0,0.014,0.08,9.0,0.019,0.26,0.28,17.0,141.0,0.55,0.02,0.0001,2.0,7.69,0.064,0.66,0.002,0.0,0.037,33.7,0.0,0.21,0.0,90.97,0.05,Drink,Generic,True,"Grapefruit juice, white, canned or bottled, unsweetened",Generic
174679,Sweetened White Grapefruit Juice,Fruits and Fruit Juices,8.0,11.13,0.0,0.0,0.048,46.0,0.012,0.0,0.1,0.0,0.01,0.36,10.0,0.02,0.319,0.13,11.0,162.0,0.58,0.023,0.0001,2.0,11.03,0.04,0.09,0.0,0.0,0.02,26.9,0.0,0.04,0.0,87.38,0.06,Drink,Generic,True,"Grapefruit juice, white, canned, sweetened",Generic
174681,Unsweetened White Grapefruit Juice,Fruits and Fruit Juices,8.0,9.73,0.0,7.7,0.033,41.0,0.019,0.0,0.1,0.0,0.004,0.14,11.0,0.02,0.217,0.189,14.0,136.0,0.55,0.022,0.0001,1.0,9.63,0.041,0.13,0.0,0.0,0.044,33.7,0.0,0.04,0.0,89.3,0.05,Drink,Generic,True,"Grapefruit juice, white, frozen concentrate, unsweetened, diluted with 3 volume water",Generic
174682,Raw American Grapes,Fruits and Fruit Juices,14.0,17.15,0.0,5.6,0.04,67.0,0.114,0.0,0.9,0.0,0.004,0.29,5.0,0.718,0.3,0.024,10.0,191.0,0.63,0.057,0.0001,2.0,16.25,0.092,0.35,0.005,0.0,0.11,4.0,0.0,0.19,0.0146,81.3,0.04,Snack,Generic,True,"Grapes, american type (slip skin), raw",Generic
174683,Raw Grapes,Fruits and Fruit Juices,10.0,18.1,0.0,5.6,0.127,69.0,0.054,0.0,0.9,0.0078,0.002,0.36,7.0,0.071,0.188,0.05,20.0,191.0,0.72,0.07,0.0001,2.0,15.48,0.069,0.16,0.003,0.0,0.086,3.2,0.0,0.19,0.0146,80.54,0.07,Snack,Generic,True,"Grapes, red or green (European type, such as Thompson seedless), raw",Generic
174684,Canned Thompson Seedless Grapes,Fruits and Fruit Juices,10.0,10.3,0.0,3.8,0.056,40.0,0.035,0.0,0.6,0.0,0.003,0.98,6.0,0.039,0.13,0.041,18.0,107.0,0.5,0.023,0.0001,6.0,9.7,0.031,0.11,0.002,0.0,0.065,1.0,0.0,0.13,0.0098,88.84,0.05,Snack,Generic,True,"Grapes, canned, thompson seedless, water pack, solids and liquids",Generic
174685,Canned Grapes in Syrup,Fruits and Fruit Juices,10.0,19.65,0.0,3.8,0.054,76.0,0.033,0.0,0.6,0.0,0.003,0.94,6.0,0.038,0.125,0.041,17.0,103.0,0.48,0.022,0.0001,5.0,19.05,0.03,0.1,0.003,0.0,0.065,1.0,0.0,0.13,0.0098,79.53,0.05,Snack,Generic,True,"Grapes, canned, thompson seedless, heavy syrup pack, solids and liquids",Generic
174688,Grilled Top Loin Beef,Beef Products,17.0,0.3,86.0,0.0,0.096,195.0,2.987,0.34,0.0,0.0,0.007,2.06,26.0,0.0,8.654,0.0,235.0,377.0,29.33,0.15,0.0339,63.0,0.0,0.078,8.54,0.002,0.00392,0.61,0.0,0.0001,0.0,0.0016,60.67,5.69,Main Course,Generic,True,"Beef, top loin filet, boneless, separable lean only, trimmed to 1/8"" fat, all grades, cooked, grilled",Western
174689,Grilled Top Loin Beef,Beef Products,17.0,0.36,85.0,0.0,0.095,203.0,3.361,0.363,0.0,0.0,0.007,2.04,25.0,0.0,8.553,0.0,233.0,374.0,28.99,0.148,0.0343,62.0,0.0,0.077,9.48,0.001,0.00357,0.603,0.0,0.0001,0.0,0.0016,60.0,5.64,Main Course,Generic,True,"Beef, top loin filet, boneless, separable lean only, trimmed to 1/8"" fat, choice, cooked, grilled",Western
174690,Grilled Top Loin Steak,Beef Products,22.0,0.2,87.0,0.0,0.084,184.0,2.425,0.307,0.0,0.0,0.007,1.91,27.0,0.0,8.724,0.0,251.0,407.0,29.85,0.158,0.0332999999999999,65.0,0.0,0.085,7.12,0.002,0.00446,0.66,0.0,0.0001,0.0,0.0016,61.68,5.67,Main Course,Generic,True,"Beef, top loin filet, boneless, separable lean only, trimmed to 1/8"" fat, select, cooked, grilled",Western
174701,Grilled Ribeye Steak,Beef Products,6.0,0.17,82.0,0.0,0.099,199.0,3.205,0.398,0.0,0.0,0.007,2.77,28.0,0.0,5.816,0.0,262.0,410.0,28.77,0.228,0.0345,56.0,0.0,0.058,9.2,0.002,0.00325,0.551,0.0,0.0001,0.0,0.0016,60.74,7.21,Snack,Generic,True,"Beef, ribeye filet, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled",Western
174702,Grilled Ribeye Steak,Beef Products,6.0,0.51,82.0,0.0,0.099,208.0,3.616,0.466,0.0,0.0,0.007,2.76,28.0,0.0,5.732,0.0,261.0,409.0,28.35,0.225,0.0332999999999999,56.0,0.0,0.057,10.26,0.001,0.00315,0.543,0.0,0.0001,0.0,0.0016,59.75,7.19,Snack,Generic,True,"Beef, ribeye filet, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, grilled",Western
174704,Grilled Top Sirloin Cap Steak,Beef Products,7.0,1.1,83.0,0.0,0.162,238.0,5.092,0.685,0.0,0.0,0.006,3.23,26.0,0.0,3.961,0.0,231.0,368.0,26.3,0.263,0.035,91.0,0.0,0.074,14.3,0.007,0.00281,0.4,0.0,0.0002,0.0,0.0016,57.2,10.21,Snack,Generic,False,"Beef, loin, top sirloin cap steak, boneless, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, grilled",Western
174705,Top Sirloin Cap Steak,Beef Products,6.0,0.4,85.0,0.0,0.125,249.0,5.737,0.731,0.0,0.0,0.006,3.19,24.0,0.0,4.093,0.0,217.0,342.0,25.5,0.385,0.0365,78.0,0.0,0.08,16.1,0.008,0.00271,0.413,0.0,0.0001,0.0,0.0016,56.9,9.88,Snack,Generic,False,"Beef, loin, top sirloin cap steak, boneless, separable lean and fat, trimmed to 1/8"" fat, select, cooked, grilled",Generic
174708,Top Loin Roast,Beef Products,7.0,1.0,82.0,0.0,0.166,228.0,4.361,0.7,0.0,0.0,0.006,3.3,27.0,0.0,4.067,0.0,236.0,376.0,27.0,0.269,0.0343,93.0,0.0,0.076,12.9,0.007,0.00411,0.411,0.0,0.0002,0.0,0.0016,58.0,10.42,Snack,Generic,False,"Beef, top loin petite roast, boneless, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, roasted",Western
174709,Roasted Choice Beef Tenderloin,Beef Products,7.0,1.1,80.0,0.0,0.165,239.0,4.824,0.757,0.0,0.0,0.007,3.29,27.0,0.0,4.037,0.0,235.0,375.0,26.8,0.267,0.0346,92.0,0.0,0.076,14.1,0.007,0.00377,0.408,0.0,0.0002,0.0,0.0016,56.9,10.39,Snack,Generic,False,"Beef, top loin petite roast, boneless, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted",Western
174710,Roasted Top Loin Beef Roast,Beef Products,6.0,0.9,85.0,0.0,0.135,213.0,3.666,0.614,0.0,0.0,0.006,3.43,26.0,0.0,4.35,0.0,234.0,369.0,27.1,0.409,0.0338,84.0,0.0,0.085,11.2,0.007,0.00462,0.439,0.0,0.0001,0.0,0.0016,59.7,10.65,Snack,Generic,False,"Beef, top loin petite roast, boneless, separable lean and fat, trimmed to 1/8"" fat, select, cooked, roasted",Generic
174728,Boiled New Zealand Beef Liver,Beef Products,4.0,3.78,243.0,0.0,5.73,150.0,1.392,0.09,0.0,0.0,0.0,7.17,21.0,0.328,13.8,9.8,397.0,336.0,23.3,3.04,0.0162,55.0,0.0,0.376,4.68,21.014,0.096,0.452,0.0,0.0001,1.28,0.0,66.44,3.4,Main Course,Generic,True,"Beef, New Zealand, imported, variety meats and by-products liver, cooked, boiled",Generic
174751,Cooked New Zealand Striploin Beef,Beef Products,8.0,0.02,69.0,0.0,0.068,301.0,8.244,0.613,0.0,0.0,0.0,1.72,21.0,0.003,4.25,0.358,192.0,325.0,24.89,0.077,0.0037,50.0,0.0,0.054,22.33,0.016,0.00084,0.279,0.0,0.0003,0.44,0.0,52.4,2.92,Main Course,Generic,False,"Beef, New Zealand, imported, striploin, separable lean and fat, cooked, fast fried",Generic
174769,Cooked Tripe,Beef Products,81.0,1.99,157.0,0.0,0.0,94.0,1.357,0.2,0.0,0.0,0.003,0.66,15.0,0.103,0.461,0.097,66.0,42.0,11.71,0.025,0.0118,68.0,0.0,0.0,4.05,0.0,0.0007199999999999,0.0,0.0,0.0,0.14,0.0,81.65,1.71,Main Course,Generic,True,"Beef, variety meats and by-products, tripe, cooked, simmered",Generic
